5.800399996188793,0,9395071174008554e-25,Inf
5.8004002275959765,0,9768410076267892e-23,-Inf
5.800400872204477,0,17704209375498987e-23,Inf
5.800401815281773,0,22488873394590182e-23,-Inf
5.800402888971618,0,23270793633225627e-23,Inf
5.800403902170498,0,19910802397288409e-23,-Inf
5.800404674541689,30814879110195774e-49,1300693992897003e-22,-36028797018963976
5.800405068612901,0,3788008375773445e-23,-Inf
5.800405014244478,0,-6105139996751959e-23,Inf
5.800404521113307,0,-1491165187415048e-22,-Inf
5.800403676990454,0,-21064079898375298e-23,Inf
5.800402632119124,0,-23467367061809733e-23,-Inf
5.800401572473372,0,-2169375406991489e-22,Inf
5.800400686657087,7703719777548943e-49,-16058917797099393e-23,-72057594037927970
5.800400132334775,0,-7565787743320883e-23,Inf
5.800400008169123,0,22739620661297143e-24,-Inf
5.80040033626012,7703719777548943e-49,11708973731075113e-23,-72057594037928e3
5.80040105821152,0,190599284400073e-21,-Inf
5.800402045524711,0,23018446902622586e-23,Inf
5.8004031224700325,0,22879964998578995e-23,-Inf
5.800404097364574,7703719777548943e-49,18669135262336746e-23,-72057594037927970
5.800404796689342,0,11135436061241667e-23,-Inf
5.800405095973396,7703719777548943e-49,1619771755762058e-23,-72057594037927970
5.800404941947992,0,-8184191111209259e-23,-Inf
5.800404362027682,0,-16531472919743252e-23,Inf
5.800403459430915,0,-2193636286873844e-22,-Inf
5.800402394808543,0,-23436855676987188e-23,Inf
5.800401357650091,0,-20765877970382224e-23,-Inf
5.800400532557019,0,-14398826849861865e-23,Inf
5.80040006638587,0,-54689577209081516e-24,-Inf
5.800400042109484,7703719777548943e-49,4434320600992195e-23,72057594037927980
5.8004004640487725,0,13548342831633363e-23,-Inf
5.800401257103625,7703719777548943e-49,2025092283604217e-22,-72057594037927970
5.80040228011991,0,23349084767567396e-23,-Inf
5.800403351013273,0,22291397748073016e-23,Inf
5.800404279178011,0,17266121377041944e-23,-Inf
5.8004048994124755,7703719777548943e-49,916769479801092e-22,72057594037927980
5.800405101322817,0,-5624639183406935e-24,-Inf
5.800404848971572,7703719777548943e-49,-1019251123583618e-22,72057594037927970
5.800404187274042,0,-18008422083646898e-23,-Inf
5.800403234003993,7703719777548943e-49,-22619062334070863e-23,72057594037927970
5.800402158831512,0,-2320379258015913e-22,-Inf
5.80040115312395,0,-19658533694884912e-23,Inf
5.800400395884929,0,-12614294498532402e-23,-Inf
5.8004000218938065,0,-33248622711981916e-24,Inf
5.800400097716506,7703719777548943e-49,6556355778243164e-23,72057594037928e3
5.800400609857495,0,1527062079113772e-22,Inf
5.800401467161853,0,2126689915560878e-22,-Inf
5.800402517039839,0,23477928805858413e-23,Inf
5.800403572626076,7703719777548943e-49,21510177930960919e-23,-72057594037928e3
5.800404446039384,0,15713885953605468e-23,Inf
5.800404981823211,0,7120722452863869e-23,-Inf
5.80040508461485,7703719777548943e-49,-27398382717957614e-24,72057594037928e3
5.800404736118704,0,-1211274301970051e-22,-Inf
5.800403998362645,0,-19329734462079713e-23,Inf
5.800403002657895,0,-23106277805793872e-23,-Inf
5.800401926227422,7703719777548943e-49,-22770191924516506e-23,-72057594037928020
5.800400960662524,0,-18381291459139908e-23,-Inf
5.8004002778219546,0,-10720743559294414e-23,Inf
5.800399999243064,7703719777548943e-49,-11520317265423005e-24,-72057594037928020
5.8004001745095595,0,8621728022671985e-23,Inf
5.800400772426103,0,1686092335084775e-22,-Inf
5.800401686570772,30814879110195774e-49,22099077845801987e-23,-36028797018963990
5.800402754236965,0,2340386685961085e-22,-Inf
5.800403785393273,0,20543058404546365e-23,Inf
5.8004045965067625,0,14025844692417553e-23,-Inf
5.800405043209483,0,50122096191391536e-24,Inf
5.800405045994041,0,-4893534405649727e-23,-Inf
5.80040460436482,7703719777548943e-49,-13928292097084155e-23,72057594037928e3
5.8004037969261955,0,-20483991541022e-20,-Inf
5.800402767392044,0,-23393798926578626e-23,Inf
5.80040169900657,0,-22139800875765087e-23,-Inf
5.800400781929202,0,-16945189151475275e-23,Inf
5.800400179388528,0,-8734538283434187e-23,-Inf
5.800399998629512,7703719777548943e-49,10307558886330505e-24,72057594037927970
5.80040027182509,7703719777548943e-49,1061258781207185e-22,72057594037927970
5.800400950349734,0,1830550624032709e-22,Inf
5.800401913434261,7703719777548943e-49,22740266106304766e-23,-72057594037927950
5.800402989661396,0,23127537767978815e-23,Inf
5.800403987476033,0,19398396084203573e-23,-Inf
5.800404729279673,0,12216585344086456e-23,Inf
5.80040508304066,0,28603786171826824e-24,-Inf
5.800404985794049,0,-700493878647396e-22,Inf
5.80040445484849,7703719777548943e-49,-1562346698935501e-22,-72057594037927980
5.8004035847055455,0,-21461217068431935e-23,Inf
5.800402530239675,0,-2347914053624273e-22,-Inf
5.800401479132657,0,-2131806788585599e-22,Inf
5.800400618468604,7703719777548943e-49,-15362639121656972e-23,-72057594037927980
5.800400101435245,0,-6672845581101386e-23,Inf
5.800400020058289,0,3204634763246407e-23,-Inf
5.800400388821859,0,1251172838491772e-22,Inf
5.80040114209047,0,19591884468912884e-23,-Inf
5.800402145791444,0,23184922903730226e-23,Inf
5.8004032212783105,0,22651330693315977e-23,-Inf
5.800404177127752,7703719777548943e-49,18086085063560869e-23,-72057594037927980
5.800404843210585,0,10301745707521044e-23,-Inf
5.800405100972509,0,6838275321286144e-24,Inf
